geom_x_y;M2;N_AR
48.8985398775,2.33896959626;3.2498502;18
48.8381118464,2.35665414106;2.7293845;13
48.888843564,2.30461702645;1.6199991;17
48.8665139037,2.40760416753;59.8464116;20
48.8377521273,2.35656818589;111.9874652;13
48.8889167543,2.30539787253;99.3471808;17
48.865691758,2.40768525153;37.8969523;20
48.8383804739,2.35775084658;368.5629215;13
48.8886611505,2.3057029518;37.8001567;17
48.8661262399,2.40782783228;57.0921367;20
48.8376296057,2.35729402511;140.1710233;13
48.8881934434,2.30635507638;5.0113688;17
48.8667349062,2.41037433089;2.5085207;20
48.8379770124,2.35698062672;207.9532507;13
48.8894988312,2.29429730263;304.9091831;17
48.8666216462,2.4037280332;4.5654395;20
48.8375933727,2.35763297263;4.3729323;13
48.8901751259,2.2989249772;49.4470846;17
48.8665148539,2.40392404943;90.0966006;20
48.8378751374,2.35781502204;145.8293555;13
48.8915061563,2.29894539282;2.9909964;17
48.8663688568,2.40372198581;35.2060237;20
48.8380028801,2.35975241;21.7720151;13
48.8894885553,2.30045402016;7.102875;17
48.8669124228,2.40510503439;132.7472467;20
48.8393019525,2.36402297687;49.3339187;13
48.8896030714,2.30032924667;4.6372832;17
48.8670015082,2.4055082994;97.6705699;20
48.8395097122,2.36460900704;89.1873715;13
48.8894412754,2.30124310945;275.6834803;17
48.8677651992,2.40689819613;110.5769544;20
48.8377841153,2.36277069985;33.1677878;13
48.8890122586,2.30265947633;17.743426499999998;17
48.866508688,2.40712261463;84.6935791;20
48.8382242392,2.36248759672;434.299266;13
48.8890652446,2.30327650629;1.863958;17
48.8665305273,2.40855978142;8.0804439;20
48.8379833448,2.37203329464;141.7024956;13
48.8890468355,2.30383563727;276.967767;17
48.8674994211,2.40235718695;48.9296494;20
48.8379108829,2.37282897581;25.3048316;13
48.8441840985,2.25994827155;2.7139100000000003;16
48.8676983531,2.40256759513;664.6858276;20
48.8380111895,2.37209255845;2.1645159;13
48.8442538594,2.26222517833;4.9548616;16
48.8672370947,2.40252627203;263.2579982;20
48.839100177,2.35997807552;268.584229;13
48.8442684692,2.2622917621;3.2556417;16
48.8672257489,2.40347137661;44.3625707;20
48.839016437,2.36029845889;187.5292866;13
48.8441955566,2.26087416074;3.6363081;16
48.8677615542,2.40463199999;9.5463473;20
48.8412042135,2.36339292681;4.2054969;13
48.8444785557,2.26214835461;30.3444175;16
48.8676905585,2.40450948159;40.2859008;20
48.8396360807,2.37150687911;2730.680111;13
48.8441432931,2.26161079736;49.2184896;16
48.8678035137,2.4042901307;38.5111728;20
48.8395346621,2.37074865086;554.5815344;13
48.8445699863,2.26149776818;0.6599959;16
48.8674534725,2.40429946771;128.1160123;20
48.8397991306,2.37040136182;64.5678164;13
48.8444941799,2.2622565712;6.9922965999999995;16
48.8673721523,2.40419368151;61.0213417;20
48.8388305961,2.37162830771;195.1386348;13
48.8441338543,2.26364647469;80.9023234;16
48.8672408832,2.40469547972;131.326085;20
48.8401601419,2.36522615073;973.5702536;13
48.844164928,2.26303140498;35.2162103;16
48.8671867398,2.40437860788;248.5963799;20
48.8392958031,2.36599591694;540.8232843;13
48.844729495,2.26373140741;83.1622329;16
48.8675604096,2.40538750021;0.1552943;20
48.840184005,2.36939545357;54.2727001;13
48.8446014719,2.26427991703;6.4136016;16
48.8675912886,2.40496523044;9.379834;20
48.8406309542,2.36449378229;39.524031;13
48.844336329,2.26264963935;69.3138913;16
48.8674047223,2.40522409195;2.6869984000000002;20
48.8218226536,2.37904944921;30.3677972;13
48.8448176802,2.26254201049;5.283048;16
48.867829297,2.40528085018;174.6526466;20
48.8232583291,2.37542432972;1.5645753999999998;13
48.8447797065,2.2600416677;25.5054925;16
48.8679183069,2.4053199111;10.1756585;20
48.82262708,2.37540711405;3.9741976;13
48.8451222706,2.25996955524;1.67096;16
48.8681903474,2.40546421159;7.9321248;20
48.8223792049,2.37065979437;134.6491338;13
48.8449956071,2.26107642137;24.5712697;16
48.8679752026,2.40546935474;194.9957641;20
48.8224981879,2.37059636741;29.2876308;13
48.8450191202,2.26109844265;55.4568043;16
48.8729796589,2.38191781266;142.312218;20
48.8235896328,2.37986668641;641.1219978;13
48.8449587007,2.26115794588;15.4796834;16
48.8731027217,2.38228403036;15.0384724;20
48.8240869483,2.37314859519;27.2322318;13
48.8451665681,2.26131880434;1.9760005;16
48.8727908022,2.38136995046;274.5721358;20
48.8243452198,2.37281425522;41.8686911;13
48.8457142113,2.2625648235;319.1088165;16
48.8731042772,2.38246914904;13.1760228;20
48.8407764931,2.33229026922;1.2851411;14
48.8454286193,2.26246823746;11.7211497;16
48.8729677618,2.38244312051;147.8905471;20
48.8404759146,2.3332572093;3.9996619;14
48.8450802307,2.26266002697;169.0963212;16
48.8725264114,2.38309108108;3.8247473999999997;20
48.8403099702,2.33370154713;8.5665884;14
48.8451023493,2.26193386287;0.6679999;16
48.8729283394,2.38312435148;51.1050665;20
48.8410366278,2.32187894794;3.4102918;14
48.8448740856,2.26238686163;9.731669;16
48.873122188,2.38765901874;10.1586086;20
48.8410667867,2.32247371053;479.1867847;14
48.8450565654,2.26361802437;148.9132548;16
48.8731254891,2.38856350599;11.2153701;20
48.8420381573,2.32415857012;60.2309779;14
48.8446760071,2.26356305034;52.7621037;16
48.8730264914,2.38862206272;178.6280517;20
48.8416115489,2.32449708352;2.2999089;14
48.8444767162,2.26340276053;27.4243096;16
48.8727323956,2.39020599482;13.9033359;20
48.826587722,2.33793042592;15.8325027;14
48.8450359021,2.26619461558;2.3099985;16
48.8731366157,2.3906933234;139.7335109;20
48.8266127421,2.33844603127;10.5211756;14
48.844531909,2.2630816272;0.4788225;16
48.8727164839,2.39160444666;50.128505;20
48.8265578144,2.33813157253;15.9907785;14
48.8450544592,2.27198024609;6.616115;16
48.8730245751,2.39142438448;105.0626864;20
48.8266409616,2.3382648471;0.8064679;14
48.8450634083,2.26460373341;6.8555334;16
48.8725754953,2.39203633272;22.2149862;20
48.8266151411,2.33887095011;9.5671762;14
48.8452146307,2.25916200332;8.1600022;16
48.8725578298,2.39207668585;13.9643412;20
48.8268758471,2.33960273937;17.7589667;14
48.8457955971,2.26050476583;384.5747152;16
48.8727388698,2.39199629684;33.512569;20
48.8270178027,2.34119845008;648.7453309;14
48.8459806692,2.26392133987;37.5137062;16
48.8728390624,2.39251437646;9.8202626;20
48.827270267,2.3394745996;20.4687007;14
48.8455928354,2.26412802707;14.497571;16
48.8729761247,2.39374101539;28.495192;20
48.8265307117,2.33937457474;4.2929452;14
48.846396871,2.26399649309;2.1956297;16
48.873185526,2.39480672334;563.1996656;20
48.8278786408,2.33298580967;149.7473217;14
48.8922057085,2.30275673055;0.5969829;17
48.872785095,2.39571861542;49.5334097;20
48.8270436788,2.33276389372;38.9869263;14
48.8923385244,2.30287555977;1.5640646;17
48.8733913107,2.39552248199;110.2049126;20
48.8270318138,2.33254016288;5.370692;14
48.8925161553,2.30298918565;24.4870754;17
48.8729483267,2.39576315856;199.0955812;20
48.8271800712,2.33270843865;43.2708307;14
48.891824444,2.30369342157;0.5740002;17
48.8727784169,2.39584547904;29.2457419;20
48.8278655787,2.33414291182;66.843284;14
48.8923690294,2.30514978016;1.9291532999999998;17
48.883444104,2.34244188653;516.3101749;18
48.8286128896,2.338201475;275.6988682;14
48.8922112358,2.30495105531;23.2025107;17
48.8829305135,2.34325998958;51.1440343;18
48.8280146659,2.33676790389;578.3452045;14
48.8939310741,2.3108057187;6.5671759;17
48.8831177901,2.34310701617;293.9569532;18
48.8275860234,2.33521576187;90.4312815;14
48.8920669696,2.30485146151;3.9404029;17
48.8830816242,2.34272476498;30.7680001;18
48.8276429697,2.33519394536;42.9836429;14
48.8918812862,2.30526553623;62.534736;17
48.8833247919,2.34465691928;10.1584924;18
48.8296415124,2.33505871606;42.7873518;14
48.8921037599,2.30571969131;3.0053575;17
48.8832811326,2.34463514147;6.8977623;18
48.829831741,2.33611142884;45.6270307;14
48.8921185536,2.30560216926;26.3293765;17
48.8840418438,2.33953264565;1.1489943;18
48.8278068259,2.33779499;24.618869;14
48.8919633345,2.30574639617;143.5995114;17
48.8843687026,2.33911091914;122.4309785;18
48.8276661642,2.33827659282;279.0352714;14
48.892208166,2.30497601322;0.8375011;17
48.8834866236,2.3404339502;6.6962458;18
48.8273727143,2.33840260252;27.7232598;14
48.8924497408,2.30820409307;54.4810043;17
48.8847564342,2.33974089273;151.5771014;18
48.8277515542,2.34047374268;443.3728996;14
48.89247293,2.30494043532;0.8550002999999999;17
48.8844551021,2.33996446751;7.8885866;18
48.827456158,2.33891228309;105.8612232;14
48.8918135553,2.30609086838;39.8642496;17
48.8838026397,2.34136289924;4.4905781;18
48.828115822,2.34037703968;119.0983154;14
48.8918016584,2.30604330813;4.3515814;17
48.8840818668,2.3429701203;2.2112895;18
48.8283415202,2.33315934351;49.9057192;14
48.8925288095,2.30366810326;1.9325354;17
48.8839263348,2.34282842744;1.5169953;18
48.8291558309,2.33456298767;1.1766236;14
48.8935513242,2.30252985227;65.2881489;17
48.8839383581,2.34270892928;10.4605429;18
48.8291507972,2.33467437625;1.5421673999999999;14
48.8949017279,2.31191378162;8.2572963;17
48.8840370429,2.34282562566;93.2990095;18
48.8298432121,2.33482179174;7.0020714;14
48.8795600322,2.30052406422;541.4716899;17
48.8836912528,2.34396141262;17.2556982;18
48.8297681128,2.33454579119;83.2617915;14
48.8788782688,2.30076903004;2.6649994;17
48.8838506165,2.345191817;14.662026000000001;18
48.8295082837,2.33388557718;7.6627129;14
48.8797870211,2.29977797298;40.1251576;17
48.8833527205,2.34542324872;48.2298229;18
48.829624404,2.33643618597;13.2745941;14
48.8790955046,2.30208982395;1.9249987;17
48.8834304159,2.34523074324;170.3124351;18
48.8295455049,2.33707221713;815.6400662;14
48.8792044805,2.30250053042;11.5168716;17
48.8835659897,2.34568522236;181.4677486;18
48.8293207694,2.3364696673;18.723048;14
48.8793322296,2.30258204814;5.6441105;17
48.8836827515,2.34559564684;143.4171521;18
48.8341806211,2.30894391088;4.24808;15
48.8798846661,2.30259856589;49.0975992;17
48.8838673009,2.34565943161;8.2556354;18
48.8336882284,2.30962705482;28.0126504;15
48.8801088611,2.30023676642;2.660002;17
48.8836418065,2.3460688124;125.1767605;18
48.8341563037,2.31104980289;2.2747811000000002;15
48.8802484671,2.3004928342;0.8308559;17
48.8837729343,2.34718553777;299.3368807;18
48.8348489107,2.28487660339;20.9473066;15
48.8798858523,2.30157806566;1.4000010999999999;17
48.8841624218,2.34718896001;1.6792462000000001;18
48.8354635291,2.28643183085;76.4337942;15
48.8797819797,2.30207406504;31.6204062;17
48.8844419694,2.33896017915;1.4831311;18
48.8355862007,2.28703547394;3.0600137;15
48.8799302759,2.30300794235;71.4669054;17
48.8802841395,2.40288896161;107.2715059;19
48.8353784086,2.28849600013;7.1770442;15
48.8799585039,2.3024866221;5.0770541;17
48.8802676112,2.40325552291;25.4669372;19
48.8350485968,2.28872424022;94.0186942;15
48.8799213883,2.30343557096;4.5747702;17
48.8798498574,2.40339382704;13.2790376;19
48.8345039235,2.28952483435;27.3865728;15
48.8803173424,2.30322648825;32.632366;17
48.8803637957,2.40335379766;274.2083423;19
48.8344851767,2.28942115011;7.799999;15
48.880330456,2.30326541443;8.4884942;17
48.8800040771,2.39204574854;164.3296577;19
48.8346158161,2.28906448792;151.6470476;15
48.8803537783,2.30240061485;5.8904864;17
48.8803356242,2.3924149748;2.7606256;19
48.8351524804,2.28940671978;5.6637201;15
48.8803174577,2.3024321336;84.0717595;17
48.8803679758,2.39240977622;33.5851977;19
48.8350026982,2.29058201461;650.7464692;15
48.8798713248,2.30350364256;4.9544153;17
48.8800004202,2.39352104701;9.2288854;19
48.8351695265,2.29242455023;31.8267002;15
48.8802167975,2.30384446974;10.4604036;17
48.8800433583,2.39307870648;5.9404323;19
48.8353021356,2.29209954802;240.7977568;15
48.8797299807,2.30383612788;1.0656383;17
48.8800905048,2.39317023578;52.7958559;19
48.8345853307,2.29075275104;11.5158024;15
48.8798143026,2.30401231804;1525;17
48.8801573236,2.39421579814;19.1911387;19
48.8349262703,2.29134205015;3.4658691;15
48.8798390388,2.30375979023;167.2253612;17
48.8801520674,2.39522602758;6.9145433;19
48.8348942256,2.29131268278;1.4076447;15
48.8802744652,2.30548132694;3.0178401;17
48.8801442124,2.39901815088;9.1846907;19
48.8347966378,2.29585888868;1.7677507000000001;15
48.88814736,2.32614165603;6.2000168;18
48.8802913031,2.4038462593;2.1599183;19
48.834505648,2.29589780084;90.7510835;15
48.8878032963,2.32665730576;198.1224154;18
48.8801384243,2.40769225593;0.48084849999999996;19
48.8346791066,2.29572115611;58.1646774;15
48.8880826199,2.32738619465;60.986731;18
48.8810992233,2.40251376579;184.4849846;19
48.8352329028,2.29531293138;9.3820153;15
48.8877611286,2.3353899569;64.433127;18
48.880522282,2.40237858138;23.0662172;19
48.8349153169,2.29627752316;118.6054829;15
48.888002937,2.33820420447;9.4959518;18
48.8805591387,2.40258089289;47.0270021;19
48.8348752348,2.29633974652;2.9882895;15
48.8880150612,2.33967407016;2.2769079;18
48.8826635965,2.38874307223;274.9824937;19
48.835370135,2.29695645341;56.6476882;15
48.8882810677,2.32701332686;4.9320893;18
48.8805634419,2.38894980152;402.0574255;19
48.8349095173,2.29729772282;37.461955;15
48.8883583649,2.3273251076;3.2600711;18
48.8811865147,2.38861112248;7.2583846;19
48.8346347834,2.29924770568;2.4965840999999998;15
48.8882861559,2.33252030694;39.7873396;18
48.880844297,2.3881229133;2.2820014;19
48.8355556287,2.29921534242;317.214362;15
48.8884523715,2.33236846316;63.460808;18
48.8806358008,2.38957767053;4.174889;19
48.8347342872,2.2994300705;111.2033882;15
48.8886064691,2.3333232578;152.0260257;18
48.8805360718,2.38902246895;12.950694;19
48.8346920627,2.2992316274;181.6132532;15
48.888785636,2.33468727426;230.0455758;18
48.8805915362,2.3888978357;11.3436079;19
48.8351064258,2.29952576318;2.1146647;15
48.8883361941,2.33618667215;7.3548064;18
48.880674478,2.39051530763;56.4320571;19
48.8348830108,2.30087804496;5.2621241;15
48.888322797,2.33661201559;2.2811512;18
48.8808125279,2.39006512772;49.8715599;19
48.8346107574,2.30149075216;35.9868177;15
48.8886426396,2.33699930213;2.0350009;18
48.8805117646,2.39006324183;7.3836025;19
48.8351867722,2.30195165381;3.4479834;15
48.8888641633,2.32724372879;52.193145;18
48.8803999337,2.39123124712;26.4652372;19
48.8347275715,2.30379343961;13.4521411;15
48.8887995417,2.32620321431;4.1912323;18
48.8807541983,2.39150378302;100.1208614;19
48.8352692841,2.30496790791;30.0104652;15
48.8892605538,2.33208087001;119.1778226;18
48.8806411741,2.39168469296;10.0616432;19
48.8564388298,2.28371627718;9.0757805;16
48.8887807199,2.33357752777;2.8620018;18
48.8804520011,2.39175345073;7.5318214;19
48.85747034,2.28702775106;321.335919;16
48.8885655128,2.33650813532;12.63016;18
48.878178001,2.39862243936;2.5235172;19
48.8578006808,2.2814783812;163.4186127;16
48.8887302623,2.33679271738;207.6425495;18
48.8808423698,2.39086755754;9.2126239;19
48.8582489549,2.28182294698;171.2776099;16
48.8887573579,2.33678672835;4.5662972;18
48.8807767747,2.39264999672;64.8492247;19
48.8579731138,2.28208739997;3.2302963;16
48.8926591537,2.33092273238;7.6038022;18
48.8778651323,2.4015860958;10.2494277;19
48.858344405,2.28235588222;157.2687128;16
48.8937801567,2.33127875307;18.2260694;18
48.8782883319,2.40228772196;528.9379072;19
48.8581257587,2.28292939487;5.9325216;16
48.8921066559,2.33287383919;12.5149892;18
48.8789697332,2.40650685286;22.2821366;19
48.8582777675,2.28417908752;42.955762;16
48.8923694026,2.33263682501;213.4815816;18
48.8798413952,2.40366404649;17.2258106;19
48.858448677,2.28341346797;75.8239624;16
48.8923154251,2.33341315709;143.4828393;18
48.8793595383,2.40358907058;238.0809265;19
48.8588507025,2.28429563358;2.2236388;16
48.8907329178,2.34925793133;8.7435178;18
48.8781362461,2.40642049099;0.5421882;19
48.8579006338,2.28622421771;2.5600004;16
48.8904031969,2.34991136966;222.173123;18
48.8789495211,2.38835424603;10.7210227;19
48.8589187008,2.28028760264;254.9164579;16
48.8907420303,2.35073094;3.4604569;18
48.8790100339,2.38858447338;19.4182704;19
48.8589807385,2.28039991581;4.6600433;16
48.8910160777,2.35044621056;282.8305791;18
48.8788922016,2.38881095919;69.2546756;19
48.8586196746,2.28178567441;13.4088881;16
48.8905083849,2.35042553633;2.2400008;18
48.8785442931,2.3886174104;11.8647837;19
48.858606454,2.28122032369;8.0663737;16
48.8906987746,2.35017550762;106.5433381;18
48.8785490763,2.38907279817;4.6075642;19
48.8587314728,2.28095008481;1.4556054999999999;16
48.8907501805,2.35089584808;15.9327826;18
48.8785405244,2.38906250417;2.5458522;19
48.8590171149,2.2820462853;1.7499986;16
48.891333126,2.34179323824;2.0499991;18
48.8784451941,2.39047088323;27.4836296;19
48.8590653158,2.28195746318;1.74999;16
48.8915047038,2.34196440812;2.2749986;18
48.8787855942,2.39087685409;185.693043;19
48.8260200606,2.3362377923;6.8871755;14
48.8910280972,2.34257306494;45.8254074;18
48.8791556106,2.39080402564;167.9836878;19
48.8254218047,2.33750622618;0.9597745999999999;14
48.8911992589,2.34229139033;1.5312276;18
48.8785212744,2.39179325024;183.0541033;19
48.8253768828,2.33775721602;3.4456201;14
48.8911474482,2.34272481473;151.8210841;18
48.8791452761,2.39410435005;14.8889239;19
48.8263512412,2.33943176228;468.224514;14
48.8913121553,2.34237060952;1.5250002;18
48.8791763958,2.39409653618;21.9395747;19
48.8263052222,2.3391797246;38.8225017;14
48.8911968991,2.34402156401;9.4630676;18
48.8787404146,2.3978565864;55.4446541;19
48.8262601985,2.33927198196;9.0851914;14
48.8912026387,2.34427830428;1.299999;18
48.8786587747,2.39774604085;1.7627812999999999;19
48.8263679485,2.34031464314;74.3170629;14
48.8912396197,2.34422680556;134.3801244;18
48.8783576515,2.39654708844;1.9019794;19
48.8260324759,2.3386693841;4.8277731;14
48.8907746661,2.34679485908;106.7299068;18
48.8787480873,2.39938482996;244.7526144;19
48.8254781602,2.33840575269;58.4727653;14
48.891245075,2.34653626001;310.9493706;18
48.8789693052,2.39936997308;135.0048347;19
48.8256121973,2.33811772032;6.2082159;14
48.8912994656,2.34711399103;7.2386121;18
48.8785559094,2.3992094572;114.4357735;19
48.8253012246,2.34090514314;205.3674503;14
48.8912198983,2.34764627043;134.4185526;18
48.878780664,2.39978346548;2.9657432999999997;19
48.8254058761,2.34143102256;38.8577662;14
48.8912231675,2.34763580246;5.5532722;18
48.874828037,2.38666636983;64.0650333;19
48.8248811046,2.34096666777;74.2978249;14
48.8912991996,2.34845617775;4.7270722;18
48.8747033694,2.38646829947;21.7390714;19
48.826038952,2.33393047433;80.7405624;14
48.8914135861,2.34849661971;241.899797;18
48.8760679342,2.37291407844;323.6498676;19
48.8257762567,2.33283112173;6.1630698;14
48.8910655708,2.34933577717;172.4691188;18
48.8758335099,2.37366263115;45.8969735;19
48.8259461046,2.3326316599;6.1440774;14
48.8912573509,2.35022065477;4.451099;18
48.8757460456,2.3738665;129.9894199;19
48.8260268007,2.33230417246;43.4047289;14
48.8912571752,2.35069975198;2.9007994;18
48.8757726571,2.37415553228;24.9312634;19
48.8260569646,2.33336456612;63.1532722;14
48.8911716141,2.35094671306;114.7505979;18
48.8758759234,2.37526403961;1.2638009000000001;19
48.8259749953,2.33372671564;21.8275941;14
48.8913656136,2.34034173616;4.0702199;18
48.8756892669,2.37502508273;23.7061455;19
48.8258999647,2.33489194313;33.4578507;14
48.8773672665,2.29716621473;1.3509722;17
48.8756456461,2.37669446763;6.2312145;19
48.8258576549,2.33479957178;2.2008179;14
48.8774481989,2.2970793927;121.1946943;17
48.8757009078,2.37696878681;34.3853236;19
48.8259557855,2.33486523471;15.3021578;14
48.8791605171,2.28518425461;7.4061113;17
48.8761633289,2.37631576959;304.9622727;19
48.8263623814,2.33505926377;89.1334147;14
48.880370027,2.28442624739;533.6139284;17
48.8763140051,2.37831343187;31.3560199;19
48.8263430727,2.33489836459;5.047501;14
48.879810751,2.28511037217;45294;17
48.8757331744,2.37887057727;2.8962531;19
48.8260580502,2.3347541083;7.2644807;14
48.8786732449,2.28408894654;10.7898682;17
48.8754470047,2.37899128942;2.811646;19
48.8255695807,2.33403546595;4.2442857;14
48.8791072404,2.28705284821;43.3026966;17
48.8751290145,2.37907732698;0.5640878;19
48.8256384735,2.33384558291;89.6183177;14
48.8778808333,2.28647353661;8.3726418;17
48.8760448108,2.38191408902;52.2097269;19
48.8260979548,2.33467093829;104.4356258;14
48.8780600955,2.28573267206;7.5055613999999995;17
48.8756681871,2.38401178173;13.1378154;19
48.8260266132,2.33423894036;134.3026503;14
48.8780727795,2.28888463985;122.3495962;17
48.8754383049,2.38563968823;44.2683966;19
48.8262090556,2.33423227256;90.0919415;14
48.8780893622,2.28868858963;23.6057532;17
48.8755537366,2.38625231396;46.5143278;19
48.826297819,2.33405665098;13.4210176;14
48.878234278,2.29098127043;226.6093848;17
48.8862019849,2.349985818;5.2552824;18
48.8260007331,2.33588234952;6.6754572;14
48.8785875713,2.29159546132;21.9262989;17
48.8863883041,2.34997112022;30.4990508;18
48.8261393555,2.33516330919;76.316866;14
48.8783111091,2.29157492628;129.6500312;17
48.8865116421,2.35009889282;125.9827481;18
48.8262897325,2.33580503626;61.7329048;14
48.8787332589,2.29154718195;72.1148566;17
48.8867657071,2.34996714583;4.5842981;18
48.8257538546,2.33668220117;0.2388552;14
48.8781931337,2.29182926978;3.8347631;17
48.8866426361,2.33932663921;3.7773726;18
48.8257400571,2.33664556269;2.2874496;14
48.8782731088,2.29382471082;10.2965371;17
48.8868652674,2.34110461062;0.5842262;18
48.8304243218,2.30236370348;51.8214395;15
48.8786455613,2.29519067117;224.6131428;17
48.8867569138,2.34192945032;149.7829859;18
48.8305166902,2.30268367816;127.1026436;15
48.878278304,2.29701067592;999.6993361;17
48.8871512181,2.34490462528;52.6146372;18
48.8299884928,2.30408800955;49.9496061;15
48.8787177397,2.29823156539;31.3914352;17
48.8870240625,2.34536249392;1.892488;18
48.830009858,2.30401724437;67.1836789;15
48.8780860393,2.29799731193;50.070732;17
48.8871582919,2.34535945883;3.2060587;18
48.8299855599,2.30425337123;174.5629497;15
48.8786462958,2.29900172269;4.7366182;17
48.8864917487,2.34470213876;42.8947294;18
48.8301171936,2.30344738419;185.0922618;15
48.8787904501,2.28519259611;107.3206633;17
48.8866239421,2.34545446838;3.8691815;18
48.8302769873,2.3035656365;5.3226667;15
48.8865615405,2.36122263043;72.1783267;18
48.886606671,2.34559182083;60.4309354;18
48.8306011315,2.30365046119;9.2073118;15
48.8868315074,2.36075109247;2.0644903;18
48.8863921367,2.34553460096;107.5918069;18
48.8302563998,2.30366699442;231.3737725;15
48.8856797304,2.36107990008;85.9762613;18
48.8866980228,2.34574997402;4.9996057;18
48.8304637028,2.30573168124;131.9203541;15
48.8856470683,2.36102263109;26.8604777;18
48.8865559135,2.34634179794;98.9647114;18
48.8314767593,2.28302916579;120.9639747;15
48.886271574,2.3625866675;123.2821673;18
48.8867269435,2.34735001622;1.4190397;18
48.8326440449,2.28551726036;1.7954566;15
48.887125127,2.36659331002;226.59068;18
48.8867195943,2.34731666075;6.7259440999999995;18
48.8316118935,2.28260106433;306.8695497;15
48.8887955307,2.36625710154;217.5309361;18
48.8866625652,2.34743362287;132.5596053;18
48.8340395601,2.28554804847;1.2103936;15
48.8894899641,2.36545837931;271.1832622;18
48.8863273129,2.34896170361;4.3241093;18
48.8313994744,2.29384160417;375.3480237;15
48.8868430167,2.36066327109;2.2279056;18
48.8870697592,2.34050710736;5.1919005;18
48.8312414669,2.29535673325;2.3345838;15
48.8871787565,2.36023024451;138.5208021;18
48.8738029086,2.28125375712;369.9826394;16
48.8313769885,2.29539205304;10.7315373;15
48.8866937417,2.35974337895;1.3500001;18
48.8743493066,2.28153310554;14.9550848;16
48.8318496791,2.29662798883;59.4450342;15
48.8868656107,2.36146588692;0.1574997;18
48.8739420018,2.2816005926;90.5772336;16
48.8320284335,2.29699897877;47.3666548;15
48.8869127246,2.36088893037;2.5974427;18
48.8743143382,2.283146596;2.6361727999999998;16
48.8318761775,2.29679141803;29.685177;15
48.886889508,2.36090385077;1.4107595;18
48.8756148381,2.27594387889;9.341867;16
48.8326822915,2.28231796928;3.5504877;15
48.8876593369,2.36060905808;23.3325568;18
48.8744260221,2.27907248244;5.2245884;16
48.8324305797,2.28645231659;1.2320801;15
48.8877649611,2.36020148872;14.5813065;18
48.8750292044,2.28004227327;167.2460641;16
48.8318045766,2.28763977615;210.4005082;15
48.8887640134,2.36439959877;8.0065214;18
48.8743944119,2.27979724736;359.4124598;16
48.8320769399,2.28878928227;2.1313017;15
48.887837852,2.36169390922;6.5686837;18
48.8744101932,2.27968347413;4.2112397;16
48.8313842618,2.2891212139;9.581867;15
48.8883435818,2.36300891341;2879.2452704;18
48.8743216328,2.28047513138;329.0882582;16
48.8316160081,2.2892573264;0.42686419999999997;15
48.8647615876,2.2920305103;134.9473261;16
48.8748075611,2.2819471873;221.9846079;16
48.832881375,2.28925310177;172.1621621;15
48.8653936175,2.29188067353;21.0417607;16
48.8749586791,2.2824900468;11.6420129;16
48.8326236371,2.2897306965;247.3185237;15
48.8884461538,2.33746606283;24.6976772;18
48.8746397747,2.28219239786;153.5359968;16
48.8322181297,2.28991488576;2.2800014;15
48.8889714344,2.33784856812;442.4512615;18
48.8744959163,2.28205096133;16.3496243;16
48.8313718183,2.29198899278;2.7199993;15
48.8890552624,2.33838195439;89.395352;18
48.874359898,2.28256609325;245.7844026;16
48.8315337021,2.29241009935;1.5130197;15
48.8891567421,2.33844015369;197.396517;18
48.8749021564,2.2832202548;4.4735299;16
48.831563842,2.29313328749;1.6884361;15
48.8893435674,2.33987919262;291.1074853;18
48.8744555388,2.28321314486;92.6656285;16
48.8320214462,2.29383003514;65.7682098;15
48.8693267602,2.29379015505;371.1893748;16
48.875221231,2.28026302451;20.4091979;16
48.8321830936,2.29673327102;29.7481678;15
48.8692550004,2.29420205293;65.0127018;16
48.8753422323,2.28202254439;74.012349;16
48.8315511162,2.30383958475;28.0624051;15
48.8677373578,2.27762360557;33.4460158;16
48.8753681859,2.28309353292;71.3914144;16
48.8319192874,2.3036618153;10.3906386;15
48.8678734239,2.2773643938;209.7389637;16
48.8765490733,2.28332894152;236.3761654;16
48.8312421406,2.30296627743;4.0609136;15
48.8677143748,2.27839837575;53.0979456;16
48.8642065047,2.2826354376;4.669624;16
48.8318239342,2.30310807034;33.4726679;15
48.8674277553,2.27829527664;56.4621079;16
48.8639803751,2.28330216663;245.8251875;16
48.8324619659,2.30648937974;509.5839598;15
48.8671188888,2.27886821798;153.987683;16
48.8636056816,2.27001005589;7.5021135999999995;16
48.8324245913,2.30659027818;101.3267297;15
48.8670632936,2.27890379507;0.3236484;16
48.8636514434,2.27011987368;284.0212864;16
48.8316673615,2.30641317578;12.3622737;15
48.8671860536,2.27879706338;29.6994504;16
48.8638830241,2.26986037896;129.886229;16
48.8322577794,2.30731069684;33.7483652;15
48.8680507751,2.2788192895;6.3765774;16
48.8635089941,2.26970076785;5.6182258;16
48.8322141103,2.30751114911;122.5722606;15
48.8676393938,2.27924750114;166.7204273;16
48.8642626735,2.28325389946;4.8853015;16
48.8565651757,2.27338418727;1.461037;16
48.8681529333,2.28051475713;359.5883159;16
48.8640314237,2.28661775701;6.6422767;16
48.8566436127,2.27331823781;155.0738209;16
48.8687063412,2.27519107724;5.6561874;16
48.8661713835,2.27069462993;1037.1266441;16
48.8555531451,2.27433216939;64.8480877;16
48.8683262146,2.27528273972;127.6065486;16
48.8636667157,2.2865744993;5.6474483;16
48.8559116892,2.27449878614;1.8420271;16
